postcode,city,state
88854,Kota Kinabalu,Sabah
88855,Kota Kinabalu,Sabah
88856,Likas,Sabah
88857,Kota Kinabalu,Sabah
88858,Kota Kinabalu,Sabah
88859,Kota Kinabalu,Sabah
88860,Kota Kinabalu,Sabah
88861,Kota Kinabalu,Sabah
88862,Kota Kinabalu,Sabah
88863,Kota Kinabalu,Sabah
88864,Kota Kinabalu,Sabah
88865,Kota Kinabalu,Sabah
88866,Kota Kinabalu,Sabah
88867,Kota Kinabalu,Sabah
88868,Kota Kinabalu,Sabah
88869,Kota Kinabalu,Sabah
88870,Kota Kinabalu,Sabah
88871,Kota Kinabalu,Sabah
88872,Kota Kinabalu,Sabah
88873,Kota Kinabalu,Sabah
88874,Kota Kinabalu,Sabah
88875,Kota Kinabalu,Sabah
88900,Kota Kinabalu,Sabah
88901,Kota Kinabalu,Sabah
88902,Kota Kinabalu,Sabah
88903,Kota Kinabalu,Sabah
88904,Kota Kinabalu,Sabah
88905,Kota Kinabalu,Sabah
88906,Kota Kinabalu,Sabah
88988,Kota Kinabalu,Sabah
88990,Kota Kinabalu,Sabah
88991,Kota Kinabalu,Sabah
88992,Kota Kinabalu,Sabah
88993,Kota Kinabalu,Sabah
88994,Kota Kinabalu,Sabah
88995,Kota Kinabalu,Sabah
88996,Kota Kinabalu,Sabah
88997,Kota Kinabalu,Sabah
88998,Kota Kinabalu,Sabah
88999,Kota Kinabalu,Sabah
89000,Keningau,Sabah
89007,Keningau,Sabah
89008,Keningau,Sabah
89009,Keningau,Sabah
89050,Kudat,Sabah
89057,Kudat,Sabah
89058,Kudat,Sabah
89059,Kudat,Sabah
89100,Kota Marudu,Sabah
89107,Kota Marudu,Sabah
89108,Kota Marudu,Sabah
89109,Kota Marudu,Sabah
89130,Kota Marudu,Sabah
89137,Kota Marudu,Sabah
89138,Kota Marudu,Sabah
89139,Kota Marudu,Sabah
89150,Kota Belud,Sabah
89157,Kota Belud,Sabah
89158,Kota Belud,Sabah
89159,Kota Belud,Sabah
89200,Tuaran,Sabah
89207,Tuaran,Sabah
89208,Tuaran,Sabah
89209,Tuaran,Sabah
89250,Tamparuli,Sabah
89257,Tamparuli,Sabah
89258,Tamparuli,Sabah
89259,Tamparuli,Sabah
89260,Tamparuli,Sabah
89300,Ranau,Sabah
89307,Ranau,Sabah
89308,Ranau,Sabah
89309,Ranau,Sabah
89320,Ranau,Sabah
89327,Ranau,Sabah
89328,Ranau,Sabah
89329,Ranau,Sabah
89330,Ranau,Sabah
89337,Ranau,Sabah
89338,Ranau,Sabah
89339,Ranau,Sabah
89500,Penampang,Sabah
89507,Penampang,Sabah
89508,Penampang,Sabah
89509,Penampang,Sabah
89600,Papar,Sabah
89607,Papar,Sabah
89608,Papar,Sabah
89609,Papar,Sabah
89650,Tambunan,Sabah
89657,Tambunan,Sabah
89658,Tambunan,Sabah
89659,Tambunan,Sabah
89700,Bongawan,Sabah
89707,Bongawan,Sabah
89708,Bongawan,Sabah
89709,Bongawan,Sabah
89720,Membakut,Sabah
89727,Membakut,Sabah
89728,Membakut,Sabah
89729,Membakut,Sabah
89740,Kuala Penyu,Sabah
89747,Kuala Penyu,Sabah
89748,Kuala Penyu,Sabah
89749,Kuala Penyu,Sabah
89760,Menumbok,Sabah
89767,Menumbok,Sabah
89768,Menumbok,Sabah
89769,Menumbok,Sabah
89800,Beaufort,Sabah
89807,Beaufort,Sabah
89808,Beaufort,Sabah
89809,Beaufort,Sabah
89850,Sipitang,Sabah
89857,Sipitang,Sabah
89858,Sipitang,Sabah
89859,Sipitang,Sabah
89900,Tenom,Sabah
89907,Tenom,Sabah
89908,Tenom,Sabah
89909,Tenom,Sabah
89950,Nabawan,Sabah
89957,Nabawan,Sabah
89958,Nabawan,Sabah
89959,Nabawan,Sabah
90000,Sandakan,Sabah
90008,Sandakan,Sabah
90009,Sandakan,Sabah
90100,Beluran,Sabah
90107,Beluran,Sabah
90108,Beluran,Sabah
90109,Beluran,Sabah
90200,Kota Kinbatangan,Sabah
90208,Kota Kinbatangan,Sabah
90300,Sandakan,Sabah
90307,Sandakan,Sabah
90308,Sandakan,Sabah
90400,Sandakan,Sabah
90508,Sandakan,Sabah
90509,Sandakan,Sabah
90700,Sandakan,Sabah
90701,Sandakan,Sabah
90702,Sandakan,Sabah
90703,Sandakan,Sabah
90704,Sandakan,Sabah
90705,Sandakan,Sabah
90706,Sandakan,Sabah
90707,Sandakan,Sabah
90708,Sandakan,Sabah
90709,Sandakan,Sabah
90710,Sandakan,Sabah
90711,Sandakan,Sabah
90712,Sandakan,Sabah
90713,Sandakan,Sabah
90714,Sandakan,Sabah
90715,Sandakan,Sabah
90716,Sandakan,Sabah
90717,Sandakan,Sabah
90718,Sandakan,Sabah
90719,Sandakan,Sabah
90720,Sandakan,Sabah
90721,Sandakan,Sabah
90722,Sandakan,Sabah
90723,Sandakan,Sabah
90724,Sandakan,Sabah
90725,Sandakan,Sabah
90726,Sandakan,Sabah
90727,Sandakan,Sabah
90728,Sandakan,Sabah
90729,Sandakan,Sabah
90730,Sandakan,Sabah
90731,Sandakan,Sabah
90732,Sandakan,Sabah
90733,Sandakan,Sabah
90734,Sandakan,Sabah
90735,Sandakan,Sabah
90736,Sandakan,Sabah
90737,Sandakan,Sabah
90738,Sandakan,Sabah
90739,Sandakan,Sabah
90740,Sandakan,Sabah
90741,Sandakan,Sabah
91000,Tawau,Sabah
91007,Tawau,Sabah
91008,Tawau,Sabah
91009,Tawau,Sabah
91010,Tawau,Sabah
91011,Tawau,Sabah
91012,Tawau,Sabah
91013,Tawau,Sabah
91014,Tawau,Sabah
91015,Tawau,Sabah
91016,Tawau,Sabah
91017,Tawau,Sabah
91018,Tawau,Sabah
91019,Tawau,Sabah
91020,Tawau,Sabah
91021,Tawau,Sabah
91022,Tawau,Sabah
91023,Tawau,Sabah
91024,Tawau,Sabah
91025,Tawau,Sabah
91026,Tawau,Sabah
91027,Tawau,Sabah
91028,Tawau,Sabah
91029,Tawau,Sabah
91030,Tawau,Sabah
91031,Tawau,Sabah
91032,Tawau,Sabah
91033,Tawau,Sabah
91034,Tawau,Sabah
91035,Tawau,Sabah
91036,Tawau,Sabah
91037,Tawau,Sabah
91038,Tawau,Sabah
91039,Tawau,Sabah
91040,Tawau,Sabah
91041,Tawau,Sabah
91042,Tawau,Sabah
91043,Tawau,Sabah
91044,Tawau,Sabah
91045,Tawau,Sabah
91046,Tawau,Sabah
91047,Tawau,Sabah
91048,Tawau,Sabah
91049,Tawau,Sabah
91050,Tawau,Sabah
91051,Tawau,Sabah
91052,Tawau,Sabah
91053,Tawau,Sabah
91054,Tawau,Sabah
91055,Tawau,Sabah
91056,Tawau,Sabah
91100,Lahad Datu,Sabah
91107,Lahad Datu,Sabah
91109,Lahad Datu,Sabah
91110,Lahad Datu,Sabah
91111,Lahad Datu,Sabah
91112,Lahad Datu,Sabah
91113,Lahad Datu,Sabah
91114,Lahad Datu,Sabah
91115,Lahad Datu,Sabah
91116,Lahad Datu,Sabah
91117,Lahad Datu,Sabah
91118,Lahad Datu,Sabah
91119,Lahad Datu,Sabah
91120,Lahad Datu,Sabah
91121,Lahad Datu,Sabah
91122,Lahad Datu,Sabah
91123,Lahad Datu,Sabah
91124,Lahad Datu,Sabah
91125,Lahad Datu,Sabah
91126,Lahad Datu,Sabah
91127,Lahad Datu,Sabah
91128,Lahad Datu,Sabah
91150,Lahad Datu,Sabah
91200,Kunak,Sabah
91207,Kunak,Sabah
91208,Kunak,Sabah
91209,Kunak,Sabah
91300,Semporna,Sabah
91307,Semporna,Sabah
91308,Semporna,Sabah
91309,Semporna,Sabah
91400,Kalabakan,Sabah
93000,Kuching,Sarawak
93010,Kuching,Sarawak
93050,Kuching,Sarawak
93100,Kuching,Sarawak
93107,Kuching,Sarawak
93150,Kuching,Sarawak
93200,Kuching,Sarawak
93250,Kuching,Sarawak
93257,Kuching,Sarawak
93300,Kuching,Sarawak
93307,Kuching,Sarawak
93350,Kuching,Sarawak
93400,Kuching,Sarawak
93407,Kuching,Sarawak
93450,Kuching,Sarawak
93457,Kuching,Sarawak
93500,Kuching,Sarawak
93501,Kuching,Sarawak
93502,Kuching,Sarawak
93503,Kuching,Sarawak
93504,Kuching,Sarawak
93505,Kuching,Sarawak
93506,Kuching,Sarawak
93507,Kuching,Sarawak
93508,Kuching,Sarawak
93514,Kuching,Sarawak
93516,Kuching,Sarawak
93517,Kuching,Sarawak
93518,Kuching,Sarawak
93519,Kuching,Sarawak
93520,Kuching,Sarawak
93527,Kuching,Sarawak
93529,Kuching,Sarawak
93532,Kuching,Sarawak
93540,Kuching,Sarawak
93550,Kuching,Sarawak
93551,Kuching,Sarawak
93552,Kuching,Sarawak
93554,Kuching,Sarawak
93556,Kuching,Sarawak
93558,Kuching,Sarawak
93560,Kuching,Sarawak
93564,Kuching,Sarawak
93566,Kuching,Sarawak
93570,Kuching,Sarawak
93572,Kuching,Sarawak
93576,Kuching,Sarawak
93578,Kuching,Sarawak
93582,Kuching,Sarawak
93586,Kuching,Sarawak
93590,Kuching,Sarawak
93592,Kuching,Sarawak
93594,Kuching,Sarawak
93596,Kuching,Sarawak
93600,Kuching,Sarawak
93601,Kuching,Sarawak
93604,Kuching,Sarawak
93606,Kuching,Sarawak
93608,Kuching,Sarawak
93609,Kuching,Sarawak
93610,Kuching,Sarawak
93612,Kuching,Sarawak
93614,Kuching,Sarawak
93618,Kuching,Sarawak
93619,Kuching,Sarawak
93620,Kuching,Sarawak
93626,Kuching,Sarawak
93628,Kuching,Sarawak
93632,Kuching,Sarawak
93634,Kuching,Sarawak
93648,Kuching,Sarawak
93658,Kuching,Sarawak
93660,Kuching,Sarawak
93661,Kuching,Sarawak
93662,Kuching,Sarawak
93668,Kuching,Sarawak
93670,Kuching,Sarawak
93672,Kuching,Sarawak
93675,Kuching,Sarawak
93677,Kuching,Sarawak
93690,Kuching,Sarawak
93694,Kuching,Sarawak
93700,Kuching,Sarawak
93702,Kuching,Sarawak
93704,Kuching,Sarawak
93706,Kuching,Sarawak
93708,Kuching,Sarawak
93710,Kuching,Sarawak
93712,Kuching,Sarawak
93714,Kuching,Sarawak
93716,Kuching,Sarawak
93718,Kuching,Sarawak
93720,Kuching,Sarawak
93722,Kuching,Sarawak
93724,Kuching,Sarawak
93726,Kuching,Sarawak
93728,Kuching,Sarawak
93730,Kuching,Sarawak
93732,Kuching,Sarawak
93734,Kuching,Sarawak
93736,Kuching,Sarawak
93738,Kuching,Sarawak
93740,Kuching,Sarawak
93742,Kuching,Sarawak
93744,Kuching,Sarawak
93746,Kuching,Sarawak
93748,Kuching,Sarawak
93750,Kuching,Sarawak
93752,Kuching,Sarawak
93754,Kuching,Sarawak
93756,Kuching,Sarawak
93758,Kuching,Sarawak
93760,Kuching,Sarawak
93762,Kuching,Sarawak
93764,Kuching,Sarawak
93900,Kuching,Sarawak
93902,Kuching,Sarawak
93904,Kuching,Sarawak
93906,Kuching,Sarawak
93908,Kuching,Sarawak
93910,Kuching,Sarawak
93912,Kuching,Sarawak
93914,Kuching,Sarawak
93916,Kuching,Sarawak
93990,Kuching,Sarawak
94000,Bau,Sarawak
94007,Bau,Sarawak
94009,Bau,Sarawak
94100,Sematan,Sarawak
94111,Lundu,Sarawak
94200,Siburan,Sarawak
94300,Kota Samarahan,Sarawak
94500,Lundu,Sarawak
94507,Lundu,Sarawak
94509,Lundu,Sarawak
94600,Asajaya,Sarawak
94607,Asajaya,Sarawak
94650,Kabong,Sarawak
94700,Serian,Sarawak
94707,Serian,Sarawak
94709,Serian,Sarawak
94750,Serian,Sarawak
94760,Tebedu,Sarawak
94800,Simunjan,Sarawak
94807,Simunjan,Sarawak
94809,Simunjan,Sarawak
94820,Gedong,Sarawak
94850,Sebuyau,Sarawak
94900,Lingga,Sarawak
94950,Pusa,Sarawak
95000,Sri Aman,Sarawak
95007,Sri Aman,Sarawak
95008,Sri Aman,Sarawak
95009,Sri Aman,Sarawak
95300,Roban,Sarawak
95400,Saratok,Sarawak
95407,Saratok,Sarawak
95409,Saratok,Sarawak
95500,Debak,Sarawak
95600,Spaoh,Sarawak
95700,Betong,Sarawak
95707,Betong,Sarawak
95709,Betong,Sarawak
95800,Engkilili,Sarawak
95807,Engkilili,Sarawak
95900,Lubok Antu,Sarawak
96000,Sibu,Sarawak
96007,Sibu,Sarawak
96008,Sibu,Sarawak
96009,Sibu,Sarawak
96010,Sibu,Sarawak
96100,Sarikei,Sarawak
96107,Sarikei,Sarawak
96108,Sarikei,Sarawak
96109,Sarikei,Sarawak
96150,Belawai,Sarawak
96200,Daro,Sarawak
96250,Matu,Sarawak
96300,Dalat,Sarawak
96307,Dalat,Sarawak
96309,Dalat,Sarawak
96350,Balingian,Sarawak
96400,Mukah,Sarawak
96407,Mukah,Sarawak
96410,Oya,Sarawak
96500,Bintangor,Sarawak
96507,Bintangor,Sarawak
96508,Bintangor,Sarawak
96509,Bintangor,Sarawak
96510,Pakan,Sarawak
96600,Julau,Sarawak
96609,Julau,Sarawak
96700,Kanowit,Sarawak
96707,Kanowit,Sarawak
96709,Kanowit,Sarawak
96800,Kapit,Sarawak
96807,Kapit,Sarawak
96809,Kapit,Sarawak
96850,Song,Sarawak
96857,Song,Sarawak
96900,Belaga,Sarawak
96950,Belaga,Sarawak
97000,Bintulu,Sarawak
97007,Bintulu,Sarawak
97008,Bintulu,Sarawak
97009,Bintulu,Sarawak
97010,Bintulu,Sarawak
97011,Bintulu,Sarawak
97012,Bintulu,Sarawak
97013,Bintulu,Sarawak
97014,Bintulu,Sarawak
97015,Bintulu,Sarawak
97100,Sebauh,Sarawak
97200,Tatau,Sarawak
97300,Bintulu,Sarawak
97307,Bintulu,Sarawak
98000,Miri,Sarawak
98007,Miri,Sarawak
98008,Miri,Sarawak
98009,Miri,Sarawak
98050,Baram,Sarawak
98057,Baram,Sarawak
98058,Baram,Sarawak
98059,Baram,Sarawak
98060,Bario,Sarawak
98070,Mulu,Sarawak
98100,Miri,Sarawak
98107,Miri,Sarawak
98109,Miri,Sarawak
98150,Bekenu,Sarawak
98157,Bekenu,Sarawak
98159,Bekenu,Sarawak
98200,Niah,Sarawak
98207,Niah,Sarawak
98300,Long Lama,Sarawak
98700,Limbang,Sarawak
98707,Limbang,Sarawak
98708,Limbang,Sarawak
98709,Limbang,Sarawak
98750,Nanga Medamit,Sarawak
98800,Lawas,Sarawak
98850,Lawas,Sarawak
98857,Lawas,Sarawak
98859,Lawas,Sarawak
